character,hun_eum,components_norm,components_detail,comp_status,title,link,content
窮,궁할 궁,弓穴身,穴(굴 혈) 身(몸 신) 弓(활 궁),ok,궁할 궁(窮),http://tonghanja.com/%ea%b6%81%ed%95%a0-%ea%b6%81%e7%aa%ae/,"窮 .4급 穴: 굴 혈 身: 몸 신 弓: 활 궁 굴(穴)에서 몸(身)을 활(弓)처럼 굽히는 것은? 굴 에서 몸 을 활 처럼 굽히는 것은 처지가 ‘ 궁함 ’이지요. 궁할 궁 궁 함 (窮 함 : 넉넉하지 못함 ) , 궁지(窮地), 궁극(窮極) * ‘窮’은 굴에서 몸을 활처럼 굽히는 것은 굴이 끝까지 다한 것이라 하여 ‘다할 궁’이라고도 합니다."
弓,활 궁,,,none,활 궁(弓),http://tonghanja.com/%ed%99%9c-%ea%b6%81%e5%bc%93/,"弓 .3급Ⅱ 활(弓)은? ‘ 弓 ’은 ‘ 활 ’의 몸체를 본뜬 글자입니다. 활 궁 국궁(國弓), 양궁(洋弓), 궁수(弓手)"
身,몸 신,,,none,몸 신(身),http://tonghanja.com/%eb%aa%b8-%ec%8b%a0%e8%ba%ab/,"身 .6급Ⅱ 임신부(身)가 기르는 것은? 임신부 가 배 안에서 기르는 것은 태아의 ‘ 몸 ’이지요. 몸 신 신 체 (身 體 : 몸) , 육신(肉身), 전신(全身)"
誌,기록할 지,志言,言(말씀(말) 언) 志(뜻 지),ok,기록할 지(誌),http://tonghanja.com/%ea%b8%b0%eb%a1%9d%ed%95%a0-%ec%a7%80%e8%aa%8c/,"誌 .4급 言: 말씀(말) 언 志: 뜻 지 말(言)을 뜻(志)글자로 적는 것은? 말 을 뜻 글자인 한자로 적는 것은 ‘ 기록함 (記錄함)’이지요. 기록할 지 잡지(雜誌), 주간지(週刊誌), 학술지(學術誌)"
志,뜻 지,士心,士(선비 사) 心(마음 심),ok,뜻 지(志),http://tonghanja.com/%eb%9c%bb-%ec%a7%80%e5%bf%97/,"志 .4급Ⅱ 士: 선비 사 心: 마음 심 선비(士)의 마음(心)에 있는 것은? 선비 의 마음 에 있는 것은 무엇을 이루고자 하는 ‘ 뜻 ’이지요. 뜻 지 의 지 ( 意 志: 어떤 일을 이루려는 마음이나 뜻) , 지조(志操), 지망(志望)"
仕,벼슬할 사,人士,亻(사람 인) 士(선비 사),ok,벼슬할 사(仕),http://tonghanja.com/%eb%b2%bc%ec%8a%ac%ed%95%a0-%ec%82%ac%e4%bb%95/,"仕 .5급Ⅱ 亻: 사람 인 士: 선비 사 사람(亻)이 선비(士)가 되어 하는 것은? 사람 이 선비 가 되어 하는 것은 ‘ 벼슬함 ’이지요. 벼슬할 사 출 사 ( 出 仕: 벼슬하여 관직에 나감 ) , 봉사(奉仕) * ‘仕’는 벼슬함은 임금을 섬기는 것이라 하여, ‘섬길 사’라고도 합니다."
士,선비 사,,,none,선비 사(士),http://tonghanja.com/%ec%84%a0%eb%b9%84-%ec%82%ac%e5%a3%ab/,"士 .5급Ⅱ 양반다리로 앉아 있는 사람(士)은? 양반다리로 앉아 있는 사람 은 ‘ 선비 ’이지요. 선비 사 문 사 ( 文 士: 학문으로 입신하는 선비 ) , 무사(武士), 장사(壯士)"
授,줄 수,受手,扌(손 수) 受(받을 수),ok,줄 수(授),http://tonghanja.com/%ec%a4%84-%ec%88%98%e6%8e%88/,"授 .4급Ⅱ 扌: 손 수 受: 받을 수 손(扌)이 받게(受) 하는 것은? 위쪽 손 이 아래쪽 손에게 무엇을 받게 하는 것은 ‘ 줌 ’이지요. 줄 수 수 여 (授 與 : 줌) , 전수(傳授)"
受,받을 수,冖又爫,爫(손톱(손) 조) 冖(덮을 멱) 又(또(손) 우),ok,받을 수(受),http://tonghanja.com/%eb%b0%9b%ec%9d%84-%ec%88%98%e5%8f%97/,"受 .4급Ⅱ 爫: 손톱(손) 조 冖: 덮을 멱 又: 또(손) 우 위쪽 손(爫)에 있는 무엇이 아래쪽 손(又)을 덮는(冖) 것은? 위쪽 손 에 있는 무엇이 아래쪽 손 을 덮는 것은 위쪽 손에 있는 무엇을 아래쪽 손이 ‘ 받음 ’이지요. 받을 수 수 취 (受 取 : 받아 가짐 ) , 수용(受容), 수령(受領)"
冖,덮을 멱,,,none,덮을 멱(冖),http://tonghanja.com/%eb%8d%ae%ec%9d%84-%eb%a9%b1%e5%86%96/,冖 .무급 덮개(冖)가 하는 것은? 덮개 가 하는 것은 ‘ 덮음 ’이지요. 덮을 멱
爪,손톱 조,,,none,손톱 조(爪),http://tonghanja.com/%ec%86%90%ed%86%b1-%ec%a1%b0%e7%88%aa/,爪 .1급 손(爫) 끝에서 자라는 조각들( )은? 손 끝에서 길게 자라는 조각들 은 ‘ 손톱 ’이지요. 손톱 조 * ‘爫’는 다른 글자에서 주로 ‘손’이라는 뜻으로 쓰입니다.
打,칠 타,丁手,扌(손 수) 丁(넷째 천간(못) 정),ok,칠 타(打),http://tonghanja.com/%ec%b9%a0-%ed%83%80%e6%89%93/,"打 .5급 扌: 손 수 丁: 넷째 천간(못) 정 손(扌)으로 못(丁)질을 하는 것은? 손 으로 못 질을 하는 것은 못을 ‘ 침 ’이지요. 칠 타 타 격 (打 擊 : 침) , 강타(強打), 난타(亂打)"
訂,바로잡을 정,丁言,言(말씀(말) 언) 丁(넷째 천간(못) 정),ok,바로잡을 정(訂),http://tonghanja.com/%eb%b0%94%eb%a1%9c%ec%9e%a1%ec%9d%84-%ec%a0%95%e8%a8%82/,"訂 .3급 言: 말씀(말) 언 丁: 넷째 천간(못) 정 말(言)에 못(丁)질을 하는 것은? 가구나 건축물에 못을 박아 틀어진 부분을 고치듯, 말 이나 글에 못 질을 하여 잘못된 부분을 고치는 것은 ‘ 바로잡음 ’이지요. 바로잡을 정 정 정 (訂 正 : 글이나 글자 따위를 바로잡음) , 개정판(改訂版)"
頂,정수리 정,丁頁,丁(넷째 천간(못) 정) 頁(머리 혈),ok,정수리 정(頂),http://tonghanja.com/%ec%a0%95%ec%88%98%eb%a6%ac-%ec%a0%95%e9%a0%82/,"頂 .3급Ⅱ 丁: 넷째 천간(못) 정 頁: 머리 혈 못(丁)의 머리(頁) 같은 곳은? 못 의 머리 같이 높은 곳은 ‘ 정수리 ’이지요. 정수리 정 정 수리 (頂 수리 : 머리 위의 숫구멍이 있는 자리 ) , 정문(頂門), 정점(頂點)"
丁,넷째 천간 정,,,none,넷째 천간 정(丁),http://tonghanja.com/%eb%84%b7%ec%a7%b8-%ec%b2%9c%ea%b0%84-%ec%a0%95%e4%b8%81/,"丁 .4급 머리(￣)와 몸체(亅)는? ‘ 丁 ’은 머리 와 몸체 로 된 것인 ‘ 못 ’을 본뜬 글자였으나, 후에 천간(天干: 갑을병정무기경신임계)에서 넷째로 쓰여 ‘ 넷째 천간 (天干) ’을 뜻하게 되었답니다. 넷째 천간 정 장정(壯丁), 병정(兵丁), 남정네(男丁네) * ‘丁’은 못질을 하는 이인 ‘장정’을 뜻하기도 합니다."
飜,뒤칠 번,番飛,番(차례 번) 飛(날 비),ok,뒤칠 번(飜),http://tonghanja.com/%eb%92%a4%ec%b9%a0-%eb%b2%88%e9%a3%9c/,"飜 .3급 番: 차례 번 飛: 날 비 차례(番)대로 날(飛) 때 하는 것은? 차례 대로, 새가 날 때 하는 것은 날개를 ‘ 뒤침 ’이지요. 뒤칠 번 번 복 (飜 覆 : 뒤침 / 뒤집음 ) , 번역(飜譯) * 뒤치다: 뒤로 젖히다."
審,살필 심,宀番,宀(집 면) 番(차례 번),ok,살필 심(審),http://tonghanja.com/%ec%82%b4%ed%95%84-%ec%8b%ac%e5%af%a9/,"審 .3급Ⅱ 宀: 집 면 番: 차례 번 집(宀)에서 차례(番)대로 하는 것은? 집 에서 차례 대로 하는 것은, 밭에 뿌릴 쌀을 가리려고 깨끗한 바닥에서 쌀을 차례대로 ‘ 살핌 ’이지요. 살필 심 심 사 (審 査 : 자세히 살펴 조사함 ) , 심의(審議), 심판(審判)"
播,뿌릴 파,手番,扌(손 수) 番(차례 번),ok,뿌릴 파(播),http://tonghanja.com/%eb%bf%8c%eb%a6%b4-%ed%8c%8c%e6%92%ad/,"播 .3급 扌: 손 수 番: 차례 번 손(扌)으로 차례(番)대로 하는 것은? 손 으로 차례 대로 하는 것은 분별한 쌀을 밭에 차례대로 ‘ 뿌림 ’이지요. 뿌릴 파 파 종 (播 種 : 씨를 뿌림) , 파다(播多), 전파(傳播)"
番,차례 번,田釆,釆(분별할 변) 田(밭 전),ok,차례 번(番),http://tonghanja.com/%ec%b0%a8%eb%a1%80-%eb%b2%88%e7%95%aa/,"番 .6급 釆: 분별할 변 田: 밭 전 분별한(釆) 쌀을 밭(田)에 뿌릴 때 지키는 것은? 분별한 쌀을 밭 에 뿌릴 때 지키는 것은 ‘ 차례 (次例)’이지요. 차례 번 순 번 ( 順 番: 차례 / 순서대로 매겨지는 번호 ) , 번호(番號), 번지(番地)"
釆,분별할 변,米,급(모양) 米(쌀 미),ok,분별할 변(釆),http://tonghanja.com/%eb%b6%84%eb%b3%84%ed%95%a0-%eb%b3%80%e9%87%86/,釆 .특급 : 모양 米: 쌀 미 손가락( )으로 쌀(米)을 가리는 것은? 손가락 으로 쌀 을 가리는 것은 종자로 쓸 쌀과 식량으로 쓸 쌀을 ‘ 분별함 ’이지요. 분별할 변 * 분별하다: 서로 다른 것을 구별하여 가르다.
菊,국화 국,勹米艸,艹(풀 초) 勹(쌀 포) 米(쌀 미),ok,국화 국(菊),http://tonghanja.com/%ea%b5%ad%ed%99%94-%ea%b5%ad%e8%8f%8a/,"菊 .3급Ⅱ 艹: 풀 초 勹: 쌀 포 米: 쌀 미 풀(艹)인데 쌀(米)에 싸인(勹) 것은? 풀 인데, 쌀 알 모양의 여러 꽃잎에 둘러 싸인 것은 ‘ 국화 ’이지요. 국화 국 국 화 (菊 花 : 가을에 꽃이 피는 여러해살이 화초 ) , 백국(白菊), 황국(黃菊)"
迷,미혹할 미,米辵,米(쌀(팔방) 미) 辶(갈 착),ok,미혹할 미(迷),http://tonghanja.com/%eb%af%b8%ed%98%b9%ed%95%a0-%eb%af%b8%e8%bf%b7/,"迷 .3급 米: 쌀(팔방) 미 辶: 갈 착 팔방(米)으로 왔다 갔다(辶) 하는 것은? 팔방 으로 왔다 갔다 하는 것은 ‘ 미혹함 ’이지요. 미혹할 미 미 혹 (迷 惑 : 정신이 헷갈려 갈팡질팡 헤맴 ) , 미로(迷路), 미아(迷兒)"
米,쌀 미,,,none,쌀 미(米),http://tonghanja.com/%ec%8c%80-%eb%af%b8%e7%b1%b3/,"米 .6급 팔방으로 흩어지는 낟알들(米)은? 바닥에서 팔방으로 흩어지는 낟알들 은 ‘ 쌀 ’이지요. 쌀 미 미 곡 (米 穀 : 쌀 / 쌀과 곡식 ) , 백미(白米), 현미(玄米) * 팔방(八方): 동·서·남·북·북동·남동·북서·남서의 여덟 방위/ 여러 방향/ 이곳저곳."
終,마칠 종,冬糸,糸(실 사) 冬(겨울 동),ok,마칠 종(終),http://tonghanja.com/%eb%a7%88%ec%b9%a0-%ec%a2%85%e7%b5%82/,"終 .5급 糸: 실 사 冬: 겨울 동 실(糸)처럼 이어온 일을 겨울(冬)에 끝내는 것은? 실 처럼 봄부터 이어온 농사일을 겨울 에 끝내는 것은 ‘ 마침 ’이지요. 마칠 종 종 료 (終 了 : 일을 마침) , 종결(終結), 최종(最終)"
冬,겨울 동,冫夂,夂(천천히 걸을(발) 쇠) 冫(얼음 빙),ok,겨울 동(冬),http://tonghanja.com/%ea%b2%a8%ec%9a%b8-%eb%8f%99%e5%86%ac/,"冬 .7급 夂: 천천히 걸을(발) 쇠 冫: 얼음 빙 발(夂)로 얼음(冫) 위를 천천히 걷는 때는? 발 로 미끄러운 얼음 위를 천천히 걷는 때는 ‘ 겨울 ’이지요. 겨울 동 동 계 (冬 季 : 겨울 철 ) , 동기(冬期), 월동(越冬)"
夏,여름 하,夂,급(頁(머리 혈)의 이형) 夂(천천히 걸을(발) 쇠),ok,여름 하(夏),http://tonghanja.com/%ec%97%ac%eb%a6%84-%ed%95%98%e5%a4%8f/,"夏 .7급 : 頁(머리 혈)의 이형 夂: 천천히 걸을(발) 쇠 머리( )와 발(夂)을 드러내는 때는? 머리 와 발 을 드러내고 지내는 때는 무더운 ‘ 여름 ’이지요. 여름 하 하 계 (夏 季 : 여름 철 ) , 하기(夏期), 하복(夏服)"
煩,번거로울 번,火頁,火(불 화) 頁(머리 혈),ok,번거로울 번(煩),http://tonghanja.com/%eb%b2%88%ea%b1%b0%eb%a1%9c%ec%9a%b8-%eb%b2%88%e7%85%a9/,"煩 .3급 火: 불 화 頁: 머리 혈 불(火)난 듯 머리(頁)가 뜨거워지는 것은? 불 난 듯 머리 가 뜨거워지는 것은 일이 ‘ 번거로움 ’이지요. 번거로울 번 번 잡 (煩 雜 : 번거롭고 혼잡함 ) , 번뇌(煩惱), 번민(煩悶) * 번거롭다: 일의 갈피가 얽히고 뒤섞여 어수선하고 복잡하다."
須,모름지기 수,彡頁,彡(터럭 삼) 頁(머리 혈),ok,모름지기 수(須),http://tonghanja.com/%eb%aa%a8%eb%a6%84%ec%a7%80%ea%b8%b0-%ec%88%98%e9%a0%88/,須 .3급 彡: 터럭 삼 頁: 머리 혈 터럭(彡)이 머리(頁)에 있어야 함은? 수염이나 머리카락 등의 터럭 이 머리 에 있어야 함은 ‘ 모름지기 ’이지요. 모름지기 수 필 수 ( 必 須: 반드시 모름지기 있어야 함 ) * 모름지기: 마땅히/ 반드시/ 꼭.
頁,머리 혈,,,none,머리 혈(頁),http://tonghanja.com/%eb%a8%b8%eb%a6%ac-%ed%98%88%e9%a0%81/,頁 .특급Ⅱ 머리통( )과 눈( )과 목( )은? 머리통 과 눈 과 목 으로 된 것은 ‘ 머리 ’이지요. 머리 혈
飛,날 비,,,none,날 비(飛),http://tonghanja.com/%eb%82%a0-%eb%b9%84%e9%a3%9b/,"飛 .4급Ⅱ 깃( )을 펼치고 다리( )를 접고 몸(丨)을 세워서 하는 것은? 깃 을 펼치고 다리 를 접고 몸 을 세워서 하는 것은 ‘ 낢 ’이지요. 날 비 비 상 (飛 上 : 위로 낢) , 비행(飛行), 비약(飛躍)"
弱,약할 약,羽,羽(깃 우),ok,약할 약(弱),http://tonghanja.com/%ec%95%bd%ed%95%a0-%ec%95%bd%e5%bc%b1/,"弱 .6급Ⅱ : 모양 羽: 깃 우 휘어지는( ) 깃(羽)은? 쉽게 휘어지는 깃 은 ‘ 약함 ’이지요. 약할 약 약 함 (弱 함 : 튼튼하지 못함 ) , 연약(軟弱), 허약(虛弱)"
習,익힐 습,羽,羽(깃 우),ok,익힐 습(習),http://tonghanja.com/%ec%9d%b5%ed%9e%90-%ec%8a%b5%e7%bf%92/,"習 .6급 羽: 깃 우 白: 모양 깃(羽)을 둥지(白 )에서 퍼덕이는 것은? 깃 을 새가 둥지 에서 퍼덕이는 것은 나는 법을 ‘ 익힘 ’이지요. 익힐 습 학 습 ( 學 習: 배우고 익힘) , 연습(練習), 자습(自習)"
羽,깃 우,,,none,깃 우(羽),http://tonghanja.com/%ea%b9%83-%ec%9a%b0%e7%be%bd/,"羽 .3급Ⅱ 날개(羽)는? 날개 는 ‘ 깃 ’이지요. 깃 우 우화등선(羽化登仙), 관우(關羽), 항우(項羽) * 깃: 1. 새의 털. 2. 새의 날개."
毛,털 모,彡,彡(터럭) 삼(모양),ok,털 모(毛),http://tonghanja.com/%ed%84%b8-%eb%aa%a8%e6%af%9b/,"毛 .4급Ⅱ 彡: 터럭 삼 : 모양 터럭(彡)과 모낭( )은? 많은 터럭 과 하나의 모낭 으로 된 것은 ‘ 털 ’이지요. 털 모 모 발 (毛 髮 : 머리 털) , 모근(毛根), 모공(毛孔)"
彡,터럭 삼,,,none,터럭 삼(彡),http://tonghanja.com/%ed%84%b0%eb%9f%ad-%ec%82%bc%e5%bd%a1/,"彡 .무급 많은 털(彡)은? ‘ 彡 ’은 사람이나 짐승의 몸에 난 많은 털 인 ‘ 터럭 ’을 나타낸 글자입니다. 터럭 삼 * ‘彡’은 무늬 모양 같다 하여 ‘무늬 삼’이라고도 하고, 빛나는 모양 같다 하여 ‘빛날 삼’이라고도 합니다."
寶,보배 보,宀王缶貝,宀(집 면) 王(구슬 옥) 缶(장군 부) 貝(조개(재물) 패),ok,보배 보(寶),http://tonghanja.com/%eb%b3%b4%eb%b0%b0-%eb%b3%b4%e5%af%b6/,"寶 .4급Ⅱ 宀:집 면 王:구슬 옥 缶:장군 부 貝:조개(재물) 패 집(宀)에 두는 구슬(王) 담긴 장군(缶)과 같은 재물(貝)은? 집 안에 두는 ‘옥 구슬 담긴 장군 ‘과 같은 재물 은 ‘ 보배 ’이지요. 보배 보 보 물 (寶 物 : 보배 로운 물건 ) , 보석(寶石), 보화(寶貨)"
陶,질그릇 도,勹缶阝,阝(언덕 부) 勹(쌀 포) 缶(장군 부),ok,질그릇 도(陶),http://tonghanja.com/%ec%a7%88%ea%b7%b8%eb%a6%87-%eb%8f%84%e9%99%b6/,"陶 .3급Ⅱ 阝: 언덕 부 勹: 쌀 포 缶: 장군 부 언덕(阝) 모양으로 싸인(勹) 곳에서 만드는 장군(缶)은? 언덕 모양으로 싸인 곳인 가마에서 만드는 장군 은 ‘ 질그릇 ’이지요. 질그릇 도 도 기 (陶 器 : 질그릇) , 도자기(陶瓷器)"
缶,장군 부,,,none,장군 부(缶),http://tonghanja.com/%ec%9e%a5%ea%b5%b0-%eb%b6%80%e7%bc%b6/,"缶 .특급Ⅱ 입구( )와 몸통(十)과 바닥(凵)은? 작은 입구 와 불룩한 몸통 과 좁은 바닥 으로 된 것은 ‘ 장군 ’이지요. 장군 부 * ‘缶’는 원래 술이나 장을 담던 질그릇을 본뜬 글자였으나, 후에 액체를 담아 옮기는 그릇인 ‘장군’을 뜻하게 되었답니다."
許,허락할 허,午言,言(말씀(말) 언) 午(낮 오),ok,허락할 허(許),http://tonghanja.com/%ed%97%88%eb%9d%bd%ed%95%a0-%ed%97%88%e8%a8%b1/,"許 .5급 言: 말씀(말) 언 午: 낮 오 말(言)인데 낮(午)처럼 밝게 해주는 것은? 말 인데 상대의 기분을 낮 처럼 밝게 해주는 것은 ‘ 허락함 ’이지요. 허락할 허 허 락 (許 諾 : 상대의 청을 들어줌 ) , 허가(許可), 허용(許容)"
午,낮 오,,,none,낮 오(午),http://tonghanja.com/%eb%82%ae-%ec%98%a4%e5%8d%88/,"午 .7급Ⅱ 머리( )와 손잡이(一)와 공이(丨)는? ‘ 午 ’는 머리 와 손잡이 와 공이 로 된 ‘ 절굿공이 ’를 본뜬 글자였으나, 후에 절굿공이를 똑바로 세워 그 그림자의 방향과 길이로 시간을 알 수 있는 때인 ‘ 낮 ’을 뜻하게 되었답니다. 낮 오 정오(正午), 오전(午前), 오후(午後) * ‘午’는 자형이 ‘뿔(╵) 없는 소(牛)’인 말 같다 하여, 십이지(十二支)에서는 ‘말’을 가리킨답니다."
砲,대포 포,包石,石(돌 석) 包(쌀 포),ok,대포 포(砲),http://tonghanja.com/%eb%8c%80%ed%8f%ac-%ed%8f%ac%e7%a0%b2/,"砲 .4급Ⅱ 石: 돌 석 包: 쌀 포 돌(石)을 싸서(包) 쏘는 것은? 돌 을 싸개로 싸서 적에게 쏘는 것은 ‘ 대포 ’이지요. 대포 포 대 포 ( 大 砲: 탄알을 쏘는 큰 무기 ) , 포탄(砲彈), 포격(砲擊)"
抱,안을 포,包手,扌(손 수) 包(쌀 포),ok,안을 포(抱),http://tonghanja.com/%ec%95%88%ec%9d%84-%ed%8f%ac%e6%8a%b1/,抱 .3급 扌: 손 수 包: 쌀 포 손(扌)으로 싸는(包) 것은? 손 으로 무엇을 둘러 싸는 것은 ‘ 안음 ’이지요. 안을 포 포 옹 (抱 擁 : 안음)
飽,배부를 포,包食,食(밥 식) 包(쌀 포),ok,배부를 포(飽),http://tonghanja.com/%eb%b0%b0%eb%b6%80%eb%a5%bc-%ed%8f%ac%e9%a3%bd/,"飽 .3급 食: 밥 식 包: 쌀 포 밥(食)을 싼(包) 것은? 밥 을 배가 싼 것은 ‘ 배부름 ’이지요. 배부를 포 포 식 (飽 食 : 배부르게 먹음 ) , 포만(飽滿), 포화(飽和)"
胞,세포 포,包月,月(고기(몸) 육) 包(쌀 포),ok,세포 포(胞),http://tonghanja.com/%ec%84%b8%ed%8f%ac-%ed%8f%ac%e8%83%9e/,"胞 .4급 月: 고기(몸) 육 包: 쌀 포 몸(月)에서 태아를 싸고(包) 있는 것은? ‘ 胞 ’는 몸 에서 태아를 싸고 있는 것인 ‘ 태보 (胎褓)’를 나타낸 글자였으나, 후에 미세한 태보 같은 것인 ‘ 세포 ’를 뜻하게 되었답니다. 세포 포 세 포 ( 細 胞: 미세한 태보/ 생물체를 이루는 기본 단위 ) , 동포(同胞) * 태보(胎褓): 태아를 싸고 있는 막과 태반."
包,쌀 포,,,none,쌀 포(包),http://tonghanja.com/%ec%8c%80-%ed%8f%ac%e5%8c%85/,"包 .4급Ⅱ 배(勹)가 태아(巳)에게 하는 것은? 배 가 태아 에게 하는 것은 ‘ 쌈 ’이지요. 쌀 포 포 함 (包 含 : 싸서 머금음 ) , 포용(包容), 내포(內包)"
勹,쌀 포,,,none,쌀 포(勹),http://tonghanja.com/%ec%8c%80-%ed%8f%ac%e5%8b%b9/,勹 .무급 배(勹)가 하는 것은? 사람의 배 가 하는 것은 오장육부 등을 ‘ 쌈 ’이지요. 쌀 포
啓,일깨울 계,口戶攵,戶(집 호) 攵(칠(때릴) 복) 口(입(말) 구),ok,일깨울 계(啓),http://tonghanja.com/%ec%9d%bc%ea%b9%a8%ec%9a%b8-%ea%b3%84%e5%95%93/,"啓 .3급Ⅱ 戶: 집 호 攵: 칠(때릴) 복 口: 입(말) 구 집(戶)에서 때리며(攵) 말(ㅁ)하는 것은? 집 에서 때리며 말 하는 것은 윗사람이 아랫사람을 ‘ 일깨움 ’이지요. 일깨울 계 계 몽 (啓 蒙 : 어리석음을 일깨움) , 계발(啓發), 계도(啓導) * ‘啓’는 지게(戶)를 치며(攵) 말(ㅁ)하면 안에서 문을 연다 하여, ‘열 계’라고도 합니다."
所,바 소,戶斤,戶(집 호) 斤(근(도끼) 근),ok,바 소(所),http://tonghanja.com/%eb%b0%94-%ec%86%8c%e6%89%80/,"所 .7급 戶: 집 호 斤: 근(도끼) 근 집(戶)에서 도끼(斤)를 두는 곳은? ‘ 所 ’는 집 에서 도끼 를 두는 곳인 일정한 ‘ 장소 ’를 나타낸 글자였으나, 후에 ‘ 바 (일 또는 방법)’로 뜻이 바뀌었답니다. 바 소 장 소 ( 場 所: 무엇이 있거나 어떤 일이 일어난 곳 ) , 처소(處所), 업소(業所)"
戶,집 호,,,none,집 호(戶),http://tonghanja.com/%ec%a7%91-%ed%98%b8%e6%88%b6/,"戶 .4급Ⅱ 지게(戶)가 있는 곳은? 지게 (마루와 방 사이의 외짝 여닫이문)가 있는 곳은 ‘ 집 ’이지요. 집 호 가가 호호 ( 家家 戶戶: 집집 마다 ) , 호적(戶籍), 호구(戶口) * ‘戶’는 ‘지게 호’라고도 합니다."
析,쪼갤 석,斤木,木(나무 목) 斤(근(도끼) 근),ok,쪼갤 석(析),http://tonghanja.com/%ec%aa%bc%ea%b0%a4-%ec%84%9d%e6%9e%90/,"析 .3급 木: 나무 목 斤: 근(도끼) 근 나무(木)에 도끼(斤)질 하는 것은? 나무 에 도끼 질 하는 것은 나무를 ‘ 쪼갬 ’이지요. 쪼갤 석 분 석 ( 分 析: 나누어 쪼갬) , 해석(解析)"
祈,빌 기,斤示,示(보일(제단) 시) 斤(근(도끼) 근),ok,빌 기(祈),http://tonghanja.com/%eb%b9%8c-%ea%b8%b0%e7%a5%88/,"祈 .3급Ⅱ 示: 보일(제단) 시 斤: 근(도끼) 근 제단(示)에서 도끼(斤)날처럼 양손을 모으는 것은? 제단 에서 도끼 날처럼 양손을 모으는 것은 신에게 바람을 ‘ 빎 ’이지요. 빌 기 기 도 (祈 禱 : 빎 *禱·1급·빌 도 ) , 기원(祈願)"
近,가까울 근,斤辵,斤(근(도끼) 근) 辶(갈 착),ok,가까울 근(近),http://tonghanja.com/%ea%b0%80%ea%b9%8c%ec%9a%b8-%ea%b7%bc%e8%bf%91/,"近 .6급 斤: 근(도끼) 근 辶: 갈 착 도끼(斤)질 하려고 가는(辶) 곳은? 도끼 질 하려고 가는 곳은 도끼질 할 대상이 있는 곳과 ‘ 가까움 ’이지요. 가까울 근 근 처 (近 處 : 가까운 곳 ) , 근방(近方), 근접(近接) * 무엇에 도끼질을 하려면 그 근처로 가야하지요."
斤,근 근,,,none,근 근(斤),http://tonghanja.com/%ea%b7%bc-%ea%b7%bc%e6%96%a4/,"斤 .3급 도끼(斤)는? 도끼 는 한 ‘ 근 ’이지요. 근 근 근 (斤: 600g ) , 천근(千斤), 만근(萬斤) * 옛날엔 도끼날 한 개의 무게가 한 ‘근’이었답니다. * ‘斤’은 ‘도끼 근’이라고도 합니다."
祀,제사 사,巳示,示(보일(제단) 시) 巳(모양),ok,제사 사(祀),http://tonghanja.com/%ec%a0%9c%ec%82%ac-%ec%82%ac%e7%a5%80/,"祀 .3급Ⅱ 示: 보일(제단) 시 巳: 모양 제단(示)에서 절(巳)하는 것은? 제단 에서 머리 숙이고 허리 굽히고 무릎 꿇어 절 하는 것은 ‘ 제사 ’이지요. 제사 사 제 사 ( 祭 祀: 신에게 음식을 바치며 절하는 의식 ) , 고사(告祀)"
巳,뱀 사,,,none,뱀 사(巳),http://tonghanja.com/%eb%b1%80-%ec%82%ac%e5%b7%b3/,"巳 .3급 머리( )와 구불구불한 몸(己)으로 된 것은? ‘ 巳 ’는 ‘ 머리 숙이고 ( ) 허리 굽히고 무릎 꿇은 (己) 사람 ’을 본뜬 글자였으나, 후에 자형이 머리 와 구불구불한 몸 으로 된 뱀과 같다 하여 십이지(十二支)에서는 ‘ 뱀 ’을 가리키게 되었답니다. 뱀 사"
起,일어날 기,己走,走(달릴 주) 己(몸 기),ok,일어날 기(起),http://tonghanja.com/%ec%9d%bc%ec%96%b4%eb%82%a0-%ea%b8%b0%e8%b5%b7/,"起 .4급Ⅱ 走: 달릴 주 己: 몸 기 달릴(走) 때처럼 몸(己)을 펴는 것은? 달릴 때처럼 몸 을 위로 펴는 것은 ‘ 일어남 ’이지요. 일어날 기 기 립 (起 立 : 일어나 섬 ) , 기상(起床), 융기(隆起)"
記,기록할 기,己言,言(말씀(말) 언) 己(몸(꿇어앉은 모양) 기),ok,기록할 기(記),http://tonghanja.com/%ea%b8%b0%eb%a1%9d%ed%95%a0-%ea%b8%b0%e8%a8%98/,"記 .7급Ⅱ 言: 말씀(말) 언 己: 몸(꿇어앉은 모양) 기 말(言)을 꿇어앉아(己) 쓰는 것은? 말 을 바닥에 꿇어앉아 쓰는 것은 ‘ 기록함 ’이지요. 기록할 기 기 록 (記 錄 : 후일에 남길 목적으로 어떤 사실을 적음 ) , 기술(記述), 필기(筆記)"
紀,벼리 기,己糸,糸(실(줄) 사) 己(몸(자기) 기),ok,벼리 기(紀),http://tonghanja.com/%eb%b2%bc%eb%a6%ac-%ea%b8%b0%e7%b4%80/,"紀 .4급 糸: 실(줄) 사 己: 몸(자기) 기 줄(糸)인데 자기(己)가 조절하는 것은? 줄 인데 자기 가 폈다 당겼다 조절하는 것은 ‘ 벼리 ’이지요. 벼리 기 기 강 (紀 綱 : 벼리 / 법도와 규율을 비유적으로 이르는 말 ) , 기율(紀律), 군기(軍紀) * 벼리: 그물을 폈다 당겼다 할 수 있도록 그물의 위쪽 눈들을 꿰어놓은 줄."
